timestamp,open,high,low,close,volume
2026-03-27,48.5,49.44,48.13,49.41,54057300
2026-03-26,47.6,48.47,47.52,48.02,59986800
2026-03-25,46.5,47.55,46.3,47.5,40532900
2026-03-24,46.4,47.95,46.37,47.27,57455300
2026-03-23,44.42,46.18,44.32,46.03,65252400
2026-03-20,46.79,47.25,44.92,45.67,78125700
2026-03-19,47.2,48.13,46.69,46.78,84865000
2026-03-18,46.7,47.15,46.55,47.0,55074700
2026-03-17,45.85,47.26,45.8,46.38,51025600
2026-03-16,44.88,45.99,44.8,45.86,40474100
2026-03-13,44.61,45.34,44.29,44.67,42520400
2026-03-12,45.39,46.09,44.2,45.0,86124400
2026-03-11,43.25,44.88,43.23,44.8,73234300
2026-03-10,42.31,43.1,42.03,42.93,56706200
2026-03-09,43.25,44.27,42.67,43.16,107124400
2026-03-06,41.9,43.12,41.42,42.16,87228000
2026-03-05,40.53,40.77,39.98,40.69,53107600
2026-03-04,40.95,41.17,39.93,40.5,50915600
2026-03-03,41.7,42.0,40.75,40.95,93893800
2026-03-02,41.3,41.53,40.52,41.13,83817000
2026-02-27,39.92,40.27,39.33,39.33,38799000
2026-02-26,39.3,39.8,38.97,39.61,29919100
2026-02-25,39.94,39.97,39.03,39.57,26012300
2026-02-24,38.86,39.66,38.86,39.57,43263600
2026-02-23,37.97,39.25,37.85,38.59,55061500
2026-02-20,37.67,37.97,37.45,37.97,51949800
2026-02-19,37.5,38.24,37.44,37.81,48355000
2026-02-18,37.07,37.39,36.85,37.19,32276700
2026-02-13,37.16,37.16,36.53,36.89,27507000
2026-02-12,38.05,38.05,36.8,37.11,39856000
2026-02-11,37.73,38.46,37.69,38.08,55863800
2026-02-10,37.32,37.58,36.91,37.35,24585300
2026-02-09,36.66,37.45,36.55,37.32,27089800
2026-02-06,37.21,37.27,36.45,36.65,27681100
2026-02-05,37.4,37.61,36.9,37.0,35933100
2026-02-04,37.45,37.68,36.97,37.52,37955800
2026-02-03,37.51,38.32,37.14,37.58,57152800
2026-02-02,36.78,37.24,36.62,37.24,38505600
2026-01-30,37.23,37.98,37.02,37.76,45794700
2026-01-29,38.0,38.58,37.57,37.7,58722800
2026-01-28,36.55,37.44,36.5,37.34,46054700
2026-01-27,35.51,36.45,35.37,36.13,47268200
2026-01-26,35.37,35.7,35.04,35.36,39869600
2026-01-23,33.95,35.48,33.88,35.04,68642600
2026-01-22,33.38,34.13,33.26,33.58,71516300
2026-01-21,32.5,33.55,32.43,33.43,93270900
2026-01-20,32.17,32.52,31.94,32.29,26300000
2026-01-19,31.96,32.21,31.91,32.17,12852900
2026-01-16,31.95,32.2,31.88,32.04,70947300
2026-01-15,31.5,31.93,31.44,31.79,26456600
2026-01-14,31.35,32.53,31.2,31.99,82309300
2026-01-13,30.36,31.32,30.36,31.14,54097100
2026-01-12,30.3,30.57,30.21,30.36,18947400
2026-01-09,30.17,30.74,30.14,30.3,27982800
2026-01-08,29.91,30.34,29.79,30.2,34125800
2026-01-07,29.67,29.83,29.53,29.83,28132900
2026-01-06,30.37,30.43,29.62,29.64,38095000
2026-01-05,30.7,30.77,29.73,30.2,48211400
